Event.Id,Event.Date,Country,Injury.Severity,Aircraft.damage,Make,Model,Amateur.Built,Number.of.Engines,Engine.Type,Purpose.of.flight,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Total.Injuries,Estimated.Total.Passengers,Serious.Fatal.Injury.Rate,Aircraft.Destroyed,Unique_Aircraft_Type
20051230X02034,2005-12-07,United States,Non-Fatal,substantial,CESSNA,310Q,No,2.0,reciprocating,,0,0,0,1,vmc,0,1,0.0,0,CESSNA 310Q
20060113X00074,2005-12-08,United States,Non-Fatal,substantial,PIPER,PA-44-180,No,2.0,reciprocating,instructional,0,0,0,2,vmc,0,2,0.0,0,PIPER PA-44-180
20060106X00023,2005-12-09,United States,Non-Fatal,substantial,PIPER,PA-18-150,No,1.0,reciprocating,personal,0,0,0,2,vmc,0,2,0.0,0,PIPER PA-18-150
20060110X00036,2005-12-10,United States,Non-Fatal,substantial,CESSNA,172S,No,1.0,reciprocating,instructional,0,0,0,1,vmc,0,1,0.0,0,CESSNA 172S
20060106X00021,2005-12-11,United States,Non-Fatal,substantial,CESSNA,TP206A,No,1.0,reciprocating,skydiving,0,0,1,0,vmc,1,1,0.0,0,CESSNA TP206A
20060111X00052,2005-12-11,United States,Non-Fatal,substantial,ERCOUPE,415C,No,1.0,reciprocating,personal,0,0,0,2,vmc,0,2,0.0,0,ERCOUPE 415C
20060105X00007,2005-12-12,United States,Non-Fatal,substantial,PIPER,PA-34-200,No,2.0,reciprocating,instructional,0,0,0,2,vmc,0,2,0.0,0,PIPER PA-34-200
20060113X00069,2005-12-13,United States,Non-Fatal,substantial,CESSNA,172S,No,1.0,reciprocating,instructional,0,0,0,1,vmc,0,1,0.0,0,CESSNA 172S
20060111X00056,2005-12-13,United States,Non-Fatal,substantial,CESSNA,208B,No,1.0,turbo prop,,0,0,0,4,vmc,0,4,0.0,0,CESSNA 208B
20060113X00063,2005-12-15,United States,Non-Fatal,substantial,PIPER,PA-23-250,No,2.0,reciprocating,,0,0,0,1,vmc,0,1,0.0,0,PIPER PA-23-250
20051229X02023,2005-12-16,United States,Non-Fatal,substantial,CESSNA,172P,No,1.0,reciprocating,instructional,0,0,0,2,vmc,0,2,0.0,0,CESSNA 172P
20060111X00049,2005-12-16,United States,Non-Fatal,substantial,CESSNA,210,No,1.0,reciprocating,personal,0,0,2,0,vmc,2,2,0.0,0,CESSNA 210
20060113X00073,2005-12-17,United States,Non-Fatal,substantial,PIPER,PA-22-108,No,1.0,reciprocating,personal,0,0,0,1,vmc,0,1,0.0,0,PIPER PA-22-108
20060113X00079,2005-12-19,United States,Non-Fatal,substantial,BEECH,A36,No,1.0,reciprocating,,0,0,0,3,vmc,0,3,0.0,0,BEECH A36
20060113X00067,2005-12-19,United States,Non-Fatal,substantial,CESSNA,208,No,1.0,turbo prop,,0,0,0,2,vmc,0,2,0.0,0,CESSNA 208
20060113X00076,2005-12-20,United States,Non-Fatal,substantial,CESSNA,150F,No,1.0,reciprocating,instructional,0,0,0,1,vmc,0,1,0.0,0,CESSNA 150F
20060109X00027,2005-12-20,United States,Non-Fatal,substantial,CESSNA,150M,No,1.0,reciprocating,personal,0,0,2,0,imc,2,2,0.0,0,CESSNA 150M
20060120X00109,2005-12-21,United States,Non-Fatal,substantial,PIPER,PA-22-108,No,1.0,reciprocating,personal,0,0,0,1,vmc,0,1,0.0,0,PIPER PA-22-108
20051230X02035,2005-12-21,United States,Non-Fatal,substantial,CESSNA,T210M,No,1.0,reciprocating,personal,0,0,0,2,vmc,0,2,0.0,0,CESSNA T210M
20060123X00117,2005-12-21,United States,Non-Fatal,substantial,PIPER,PA-18,No,1.0,reciprocating,personal,0,0,0,1,vmc,0,1,0.0,0,PIPER PA-18
20060117X00084,2005-12-23,United States,Non-Fatal,substantial,CESSNA,182,No,1.0,reciprocating,personal,0,0,0,1,vmc,0,1,0.0,0,CESSNA 182
20060109X00029,2005-12-23,United States,Non-Fatal,substantial,CHAMPION,7EC,No,1.0,reciprocating,instructional,0,0,1,0,vmc,1,1,0.0,0,CHAMPION 7EC
20060109X00028,2005-12-23,United States,Non-Fatal,substantial,CESSNA,172R,No,1.0,reciprocating,personal,0,0,0,3,vmc,0,3,0.0,0,CESSNA 172R
20060119X00090,2005-12-23,United States,Non-Fatal,minor,TAYLORCRAFT,BC12-D,No,1.0,reciprocating,personal,0,1,0,1,vmc,1,2,0.5,0,TAYLORCRAFT BC12-D
20060113X00066,2005-12-24,United States,Non-Fatal,substantial,BEECH,BE23,No,1.0,reciprocating,personal,0,0,0,2,vmc,0,2,0.0,0,BEECH BE23
20060122X00112,2005-12-24,United States,Non-Fatal,destroyed,PIPER,PA-28-151,No,1.0,reciprocating,personal,0,0,0,1,imc,0,1,0.0,1,PIPER PA-28-151
20060131X00134,2005-12-25,United States,Non-Fatal,substantial,MOONEY,M20J,No,1.0,reciprocating,personal,0,0,0,4,vmc,0,4,0.0,0,MOONEY M20J
20060127X00128,2005-12-26,United States,Non-Fatal,substantial,MAULE,M-7-235,No,1.0,reciprocating,personal,0,0,0,1,vmc,0,1,0.0,0,MAULE M-7-235
20051230X02037,2005-12-26,United States,Non-Fatal,substantial,CESSNA,152,No,1.0,reciprocating,instructional,0,0,0,1,vmc,0,1,0.0,0,CESSNA 152
20060106X00022,2005-12-27,United States,Non-Fatal,substantial,CESSNA,182G,No,1.0,reciprocating,personal,0,0,1,0,vmc,1,1,0.0,0,CESSNA 182G
20060120X00108,2005-12-27,United States,Non-Fatal,substantial,SOCATA,TBM 700,No,1.0,turbo prop,instructional,0,0,2,0,vmc,2,2,0.0,0,SOCATA TBM 700
20060510X00535,2005-12-27,United States,Non-Fatal,substantial,CESSNA,172 P,No,1.0,reciprocating,instructional,0,0,0,1,vmc,0,1,0.0,0,CESSNA 172 P
20060111X00058,2005-12-28,United States,Non-Fatal,substantial,PIPER,PA-22,No,1.0,reciprocating,personal,0,0,0,2,vmc,0,2,0.0,0,PIPER PA-22
20060113X00064,2005-12-28,United States,Non-Fatal,substantial,CESSNA,180H,No,1.0,reciprocating,personal,0,0,1,0,vmc,1,1,0.0,0,CESSNA 180H
20060223X00226,2005-12-29,United States,Non-Fatal,substantial,BEECH,C23,No,1.0,reciprocating,personal,0,0,0,2,vmc,0,2,0.0,0,BEECH C23
20060131X00135,2005-12-29,United States,Non-Fatal,substantial,CHAMPION,7ECA,No,1.0,reciprocating,personal,0,0,0,2,vmc,0,2,0.0,0,CHAMPION 7ECA
20060117X00083,2005-12-30,United States,Non-Fatal,substantial,AVIAT,A-1B,No,1.0,reciprocating,personal,0,0,0,1,vmc,0,1,0.0,0,AVIAT A-1B
20060131X00137,2005-12-30,United States,Non-Fatal,substantial,MOONEY,M20J,No,1.0,reciprocating,personal,0,0,0,1,vmc,0,1,0.0,0,MOONEY M20J
20060119X00091,2005-12-31,United States,Non-Fatal,substantial,CESSNA,150L,No,1.0,reciprocating,personal,0,0,2,0,vmc,2,2,0.0,0,CESSNA 150L
20060130X00129,2005-12-31,United States,Non-Fatal,substantial,CESSNA,182A,No,1.0,reciprocating,personal,0,2,0,0,vmc,2,2,1.0,0,CESSNA 182A
20060113X00068,2006-01-01,United States,Non-Fatal,substantial,PIPER,PA-23-160,No,2.0,reciprocating,personal,0,1,1,1,imc,2,3,0.3333333333333333,0,PIPER PA-23-160
20060110X00043,2006-01-02,United States,Non-Fatal,substantial,PIPER,PA-34-220T,No,1.0,reciprocating,personal,0,0,0,1,vmc,0,1,0.0,0,PIPER PA-34-220T
20060109X00031,2006-01-02,United States,Non-Fatal,substantial,CESSNA,T210L,No,1.0,reciprocating,personal,0,0,2,1,imc,2,3,0.0,0,CESSNA T210L
20060203X00161,2006-01-04,United States,Non-Fatal,substantial,CESSNA,152,No,1.0,reciprocating,instructional,0,0,0,2,vmc,0,2,0.0,0,CESSNA 152
20060301X00258,2006-01-04,United States,Non-Fatal,substantial,CESSNA,T210,No,1.0,reciprocating,positioning,0,0,0,2,vmc,0,2,0.0,0,CESSNA T210
20060209X00185,2006-01-07,United States,Non-Fatal,substantial,CESSNA,170B,No,1.0,reciprocating,personal,0,0,1,1,vmc,1,2,0.0,0,CESSNA 170B
20060122X00111,2006-01-08,United States,Non-Fatal,substantial,CESSNA,172A,No,1.0,reciprocating,personal,0,0,0,1,vmc,0,1,0.0,0,CESSNA 172A
20060202X00152,2006-01-08,United States,Non-Fatal,substantial,PIPER,Seneca,No,2.0,reciprocating,instructional,0,0,2,2,vmc,2,4,0.0,0,PIPER Seneca
20060210X00192,2006-01-08,United States,Non-Fatal,substantial,CESSNA,T206H,No,1.0,reciprocating,public aircraft - state,0,0,0,4,vmc,0,4,0.0,0,CESSNA T206H
20060213X00196,2006-01-09,United States,Non-Fatal,substantial,BELLANCA,7KCAB,No,1.0,reciprocating,instructional,0,0,1,0,vmc,1,1,0.0,0,BELLANCA 7KCAB
20060308X00279,2006-01-10,Costa Rica,Non-Fatal,substantial,DEHAVILLAND,DHC-6,No,,,,0,0,1,12,vmc,1,13,0.0,0,DEHAVILLAND DHC-6
20060223X00227,2006-01-10,United States,Non-Fatal,substantial,CESSNA,177,No,1.0,reciprocating,personal,0,0,1,0,vmc,1,1,0.0,0,CESSNA 177
20060120X00110,2006-01-12,United States,Non-Fatal,substantial,PIPER,PA-28-161,No,1.0,reciprocating,personal,0,0,0,4,vmc,0,4,0.0,0,PIPER PA-28-161
20060208X00179,2006-01-14,United States,Non-Fatal,substantial,AVIAT,A1-A,No,1.0,reciprocating,personal,0,0,0,1,vmc,0,1,0.0,0,AVIAT A1-A
20060126X00126,2006-01-14,United States,Non-Fatal,substantial,CESSNA,120,No,1.0,reciprocating,personal,0,0,0,1,vmc,0,1,0.0,0,CESSNA 120
20060216X00206,2006-01-15,United States,Non-Fatal,substantial,CESSNA,310Q,No,2.0,reciprocating,instructional,0,0,0,2,vmc,0,2,0.0,0,CESSNA 310Q
20060209X00186,2006-01-17,United States,Non-Fatal,substantial,CESSNA,172M,No,1.0,reciprocating,personal,0,0,0,1,vmc,0,1,0.0,0,CESSNA 172M
20060223X00218,2006-01-20,United States,Non-Fatal,substantial,CESSNA,305A,No,1.0,reciprocating,personal,0,0,0,2,vmc,0,2,0.0,0,CESSNA 305A
20060131X00133,2006-01-20,United States,Non-Fatal,substantial,PIPER,PA-46/Jetprop,No,1.0,turbo prop,personal,0,0,0,1,vmc,0,1,0.0,0,PIPER PA-46/Jetprop
20060223X00219,2006-01-21,United States,Non-Fatal,substantial,CESSNA,R182,No,1.0,reciprocating,personal,0,0,0,3,vmc,0,3,0.0,0,CESSNA R182
20060223X00222,2006-01-21,United States,Non-Fatal,substantial,PIPER,PA-28-140,No,1.0,reciprocating,instructional,0,2,0,0,vmc,2,2,1.0,0,PIPER PA-28-140
20060209X00184,2006-01-21,United States,Non-Fatal,substantial,BEECH,BE-76,No,2.0,reciprocating,personal,0,1,0,0,vmc,1,1,1.0,0,BEECH BE-76
20060223X00223,2006-01-22,United States,Non-Fatal,substantial,PIPER,PA-28-161,No,1.0,reciprocating,instructional,0,0,0,1,vmc,0,1,0.0,0,PIPER PA-28-161
20060203X00162,2006-01-22,United States,Non-Fatal,destroyed,CIRRUS,SR22,No,1.0,reciprocating,personal,0,0,0,2,vmc,0,2,0.0,1,CIRRUS SR22
20060131X00136,2006-01-24,United States,Non-Fatal,substantial,CESSNA,152,No,1.0,reciprocating,instructional,0,0,0,1,vmc,0,1,0.0,0,CESSNA 152
20060202X00149,2006-01-24,United States,Fatal(4),destroyed,CESSNA,560,No,2.0,turbo fan,executive/corporate,4,0,0,0,vmc,4,4,1.0,1,CESSNA 560
20060310X00284,2006-01-27,United States,Non-Fatal,substantial,PIPER,J5,No,1.0,reciprocating,personal,0,0,0,1,vmc,0,1,0.0,0,PIPER J5
20080307X00282,2006-01-27,United States,Incident,none,BOEING,B757,No,,,,0,0,0,2,vmc,0,2,0.0,0,BOEING B757
20060210X00191,2006-01-29,United States,Non-Fatal,substantial,CESSNA,A185F,No,1.0,reciprocating,personal,0,0,0,2,vmc,0,2,0.0,0,CESSNA A185F
20060310X00283,2006-01-29,United States,Non-Fatal,substantial,PIPER,PA-18-150,No,1.0,reciprocating,personal,0,0,0,2,vmc,0,2,0.0,0,PIPER PA-18-150
20060207X00170,2006-01-29,United States,Non-Fatal,substantial,MAULE,M-7-260C,No,1.0,reciprocating,personal,0,0,0,1,vmc,0,1,0.0,0,MAULE M-7-260C
20060227X00239,2006-01-30,United States,Non-Fatal,substantial,CESSNA,A185E,No,1.0,reciprocating,personal,0,0,0,3,vmc,0,3,0.0,0,CESSNA A185E
20060207X00172,2006-01-30,United States,Non-Fatal,substantial,PIPER,PA-18-150,No,1.0,reciprocating,public aircraft,0,0,0,2,vmc,0,2,0.0,0,PIPER PA-18-150
20060322X00327,2006-02-01,United States,Non-Fatal,substantial,CESSNA,172P,No,1.0,reciprocating,positioning,0,0,0,1,vmc,0,1,0.0,0,CESSNA 172P
20060327X00349,2006-02-01,United States,Non-Fatal,substantial,CESSNA,T210N,No,1.0,reciprocating,personal,0,0,0,2,vmc,0,2,0.0,0,CESSNA T210N
20060327X00353,2006-02-01,United States,Non-Fatal,substantial,PIPER,PA-31-350,No,2.0,reciprocating,executive/corporate,0,0,0,1,vmc,0,1,0.0,0,PIPER PA-31-350
20090617X33239,2006-02-01,Turkey,Incident,minor,BOEING,747,No,,turbo fan,,0,0,0,0,,0,,,0,BOEING 747
20060309X00280,2006-02-04,United States,Non-Fatal,substantial,SOCATA,TBM 700,No,1.0,turbo prop,personal,0,0,0,4,vmc,0,4,0.0,0,SOCATA TBM 700
20060310X00285,2006-02-04,United States,Non-Fatal,destroyed,CESSNA,182,No,1.0,reciprocating,personal,0,0,0,2,vmc,0,2,0.0,1,CESSNA 182
20081003X63354,2006-02-05,Australia,Unavailable,substantial,CESSNA,208 Caravan,No,1.0,turbo prop,,0,0,0,0,,0,,,0,CESSNA 208 Caravan
20060313X00291,2006-02-11,United States,Non-Fatal,substantial,ERCOUPE,415-C,No,1.0,reciprocating,personal,0,0,0,2,vmc,0,2,0.0,0,ERCOUPE 415-C
20060325X00344,2006-02-11,United States,Non-Fatal,substantial,CESSNA,180J,No,1.0,reciprocating,personal,0,0,0,2,vmc,0,2,0.0,0,CESSNA 180J
20060223X00217,2006-02-12,United States,Non-Fatal,substantial,CESSNA,172N,No,1.0,reciprocating,instructional,0,0,0,1,vmc,0,1,0.0,0,CESSNA 172N
20060314X00299,2006-02-14,United States,Non-Fatal,substantial,CESSNA,172M,No,1.0,reciprocating,instructional,0,0,0,1,vmc,0,1,0.0,0,CESSNA 172M
20060308X00277,2006-02-15,United States,Non-Fatal,substantial,CESSNA,152,No,1.0,reciprocating,instructional,0,0,0,1,vmc,0,1,0.0,0,CESSNA 152
20060314X00300,2006-02-16,United States,Non-Fatal,substantial,BEECH,95,No,2.0,reciprocating,instructional,0,0,0,2,vmc,0,2,0.0,0,BEECH 95
20060330X00366,2006-02-16,United States,Non-Fatal,substantial,MOONEY,M20F,No,1.0,reciprocating,personal,0,2,2,0,vmc,4,4,0.5,0,MOONEY M20F
20060310X00286,2006-02-16,United States,Non-Fatal,substantial,CESSNA,172M,No,1.0,reciprocating,personal,0,0,0,3,vmc,0,3,0.0,0,CESSNA 172M
20060314X00301,2006-02-17,United States,Non-Fatal,substantial,CESSNA,177,No,1.0,reciprocating,personal,0,0,0,2,vmc,0,2,0.0,0,CESSNA 177
20060309X00281,2006-02-20,United States,Non-Fatal,substantial,PIPER,PA-28-140,No,1.0,reciprocating,instructional,0,0,0,2,vmc,0,2,0.0,0,PIPER PA-28-140
20060313X00292,2006-02-23,United States,Non-Fatal,substantial,CESSNA,150L,No,1.0,reciprocating,instructional,0,0,0,1,vmc,0,1,0.0,0,CESSNA 150L
20060324X00342,2006-02-23,United States,Non-Fatal,substantial,CESSNA,172L,No,1.0,reciprocating,instructional,0,0,0,2,vmc,0,2,0.0,0,CESSNA 172L
20060314X00295,2006-02-24,United States,Non-Fatal,substantial,CESSNA,150G,No,1.0,reciprocating,personal,0,2,0,0,vmc,2,2,1.0,0,CESSNA 150G
20060314X00298,2006-02-25,United States,Non-Fatal,substantial,CESSNA,172P,No,1.0,reciprocating,personal,0,0,0,2,vmc,0,2,0.0,0,CESSNA 172P
20060807X01101,2006-02-26,United States,Non-Fatal,substantial,CESSNA,180H,No,1.0,reciprocating,personal,0,0,0,2,vmc,0,2,0.0,0,CESSNA 180H
20060511X00556,2006-03-01,United States,Non-Fatal,substantial,BEECH,G35,No,1.0,reciprocating,personal,0,0,0,1,vmc,0,1,0.0,0,BEECH G35
20060313X00293,2006-03-03,United States,Non-Fatal,substantial,BEECH,V35B,No,1.0,reciprocating,personal,0,0,0,2,vmc,0,2,0.0,0,BEECH V35B
20060327X00355,2006-03-04,United States,Non-Fatal,substantial,PIPER,PA-18A,No,1.0,reciprocating,personal,0,0,0,2,vmc,0,2,0.0,0,PIPER PA-18A
20060406X00402,2006-03-04,United States,Non-Fatal,substantial,PIPER,PA-18,No,1.0,reciprocating,banner tow,0,0,0,1,vmc,0,1,0.0,0,PIPER PA-18
20060316X00316,2006-03-04,United States,Non-Fatal,substantial,GRUMMAN-SCHWEIZER,G-164B,No,1.0,reciprocating,aerial application,0,0,1,0,vmc,1,1,0.0,0,GRUMMAN-SCHWEIZER G-164B
20060411X00422,2006-03-04,United States,Non-Fatal,substantial,CESSNA,182C,No,1.0,reciprocating,personal,0,0,0,2,vmc,0,2,0.0,0,CESSNA 182C
20060407X00407,2006-03-05,United States,Non-Fatal,substantial,PIPER,PA-18,No,1.0,reciprocating,personal,0,0,0,2,vmc,0,2,0.0,0,PIPER PA-18
20060503X00502,2006-03-05,United States,Non-Fatal,substantial,CHAMPION,7GCB,No,1.0,reciprocating,personal,0,0,0,1,vmc,0,1,0.0,0,CHAMPION 7GCB
20060325X00345,2006-03-06,United States,Non-Fatal,substantial,CESSNA,172S,No,1.0,reciprocating,personal,0,0,0,2,vmc,0,2,0.0,0,CESSNA 172S
20060329X00362,2006-03-07,United States,Non-Fatal,substantial,CESSNA,172N,No,1.0,reciprocating,instructional,0,0,2,0,vmc,2,2,0.0,0,CESSNA 172N
20060322X00328,2006-03-07,United States,Non-Fatal,substantial,PIPER,PA-28-180,No,1.0,reciprocating,personal,0,0,0,2,vmc,0,2,0.0,0,PIPER PA-28-180
20060329X00360,2006-03-08,United States,Non-Fatal,substantial,BOEING,D75N1,No,1.0,reciprocating,personal,0,0,2,0,vmc,2,2,0.0,0,BOEING D75N1
20060328X00358,2006-03-09,United States,Non-Fatal,substantial,CIRRUS,SR22,No,1.0,reciprocating,personal,0,0,0,1,vmc,0,1,0.0,0,CIRRUS SR22
20060330X00367,2006-03-10,United States,Non-Fatal,substantial,CESSNA,140,No,1.0,reciprocating,personal,0,0,0,2,vmc,0,2,0.0,0,CESSNA 140
20060405X00399,2006-03-15,United States,Non-Fatal,substantial,CESSNA,182,No,1.0,reciprocating,personal,0,0,0,3,vmc,0,3,0.0,0,CESSNA 182
20060412X00432,2006-03-15,United States,Non-Fatal,substantial,PIPER,PA-28-140,No,1.0,reciprocating,personal,0,0,0,2,vmc,0,2,0.0,0,PIPER PA-28-140
20060412X00426,2006-03-15,United States,Non-Fatal,substantial,STINSON,108-1,No,1.0,reciprocating,personal,0,0,0,2,vmc,0,2,0.0,0,STINSON 108-1
20060407X00410,2006-03-16,United States,Non-Fatal,substantial,CESSNA,182D,No,1.0,reciprocating,personal,0,0,0,1,vmc,0,1,0.0,0,CESSNA 182D
20060404X00391,2006-03-16,United States,Non-Fatal,substantial,CESSNA,172,No,1.0,reciprocating,instructional,0,0,0,1,vmc,0,1,0.0,0,CESSNA 172
20060414X00439,2006-03-17,United States,Non-Fatal,substantial,CESSNA,182G,No,1.0,reciprocating,instructional,0,0,0,2,vmc,0,2,0.0,0,CESSNA 182G
20060404X00387,2006-03-20,United States,Non-Fatal,substantial,PIPER,PA23-250,No,2.0,reciprocating,positioning,0,1,0,0,vmc,1,1,1.0,0,PIPER PA23-250
20060413X00438,2006-03-20,United States,Non-Fatal,substantial,AERO COMMANDER,AC50,No,2.0,reciprocating,,0,0,0,1,imc,0,1,0.0,0,AERO COMMANDER AC50
20060509X00530,2006-03-21,United States,Non-Fatal,substantial,CESSNA,172RG,No,1.0,reciprocating,instructional,0,0,0,2,vmc,0,2,0.0,0,CESSNA 172RG
20060411X00416,2006-03-21,United States,Incident,none,AIRBUS,319,No,,,,0,0,0,78,vmc,0,78,0.0,0,AIRBUS 319
20060330X00368,2006-03-21,United States,Incident,minor,MCDONNELL DOUGLAS,DC-9-82,No,2.0,turbo fan,,0,0,0,138,vmc,0,138,0.0,0,MCDONNELL DOUGLAS DC-9-82
20060410X00413,2006-03-24,United States,Non-Fatal,substantial,CESSNA,172S,No,1.0,reciprocating,personal,0,0,0,1,vmc,0,1,0.0,0,CESSNA 172S
20060422X00476,2006-03-25,United States,Non-Fatal,substantial,CESSNA,180F,No,1.0,reciprocating,personal,0,0,0,1,vmc,0,1,0.0,0,CESSNA 180F
20060602X00670,2006-03-25,United States,Non-Fatal,substantial,PIPER,38-112,No,1.0,reciprocating,personal,0,0,0,1,vmc,0,1,0.0,0,PIPER 38-112
20060419X00455,2006-03-26,United States,Non-Fatal,substantial,PIPER,PA32-301,No,1.0,reciprocating,personal,0,0,0,2,vmc,0,2,0.0,0,PIPER PA32-301
20060511X00559,2006-03-26,United States,Non-Fatal,substantial,PIPER,PA-28-180,No,1.0,reciprocating,personal,0,0,0,3,vmc,0,3,0.0,0,PIPER PA-28-180
20060511X00561,2006-03-26,United States,Non-Fatal,substantial,PIPER,PA-22,No,1.0,reciprocating,personal,0,0,0,2,vmc,0,2,0.0,0,PIPER PA-22
20060412X00433,2006-03-27,United States,Non-Fatal,substantial,CESSNA,170B,No,1.0,reciprocating,personal,0,0,0,1,vmc,0,1,0.0,0,CESSNA 170B
20060412X00434,2006-03-27,United States,Non-Fatal,substantial,PIPER,PA-38-112,No,1.0,reciprocating,personal,0,0,0,2,vmc,0,2,0.0,0,PIPER PA-38-112
20060525X00628,2006-03-28,United States,Non-Fatal,substantial,CESSNA,172,No,1.0,reciprocating,instructional,0,0,0,1,vmc,0,1,0.0,0,CESSNA 172
20060508X00523,2006-03-29,United States,Non-Fatal,substantial,CESSNA,140,No,1.0,reciprocating,personal,0,0,0,1,vmc,0,1,0.0,0,CESSNA 140
20060514X00569,2006-03-30,United States,Non-Fatal,substantial,CESSNA,150M,No,1.0,reciprocating,instructional,0,0,0,1,vmc,0,1,0.0,0,CESSNA 150M
20060511X00557,2006-03-30,United States,Non-Fatal,substantial,PIPER,PA-31-310,No,2.0,reciprocating,public aircraft,0,0,0,4,vmc,0,4,0.0,0,PIPER PA-31-310
20060508X00524,2006-03-30,United States,Non-Fatal,substantial,CESSNA,172M,No,1.0,reciprocating,instructional,0,0,0,1,vmc,0,1,0.0,0,CESSNA 172M
20060503X00500,2006-03-30,United States,Non-Fatal,substantial,GRUMMAN-SCHWEIZER,G-164A,No,1.0,reciprocating,aerial application,0,0,0,1,vmc,0,1,0.0,0,GRUMMAN-SCHWEIZER G-164A
20060417X00449,2006-03-31,United States,Non-Fatal,substantial,AVIAT,A-1B,No,1.0,reciprocating,personal,0,0,0,1,vmc,0,1,0.0,0,AVIAT A-1B
20060525X00620,2006-03-31,United States,Non-Fatal,substantial,CESSNA,172N,No,1.0,reciprocating,personal,0,0,0,2,vmc,0,2,0.0,0,CESSNA 172N
20060412X00428,2006-03-31,United States,Non-Fatal,substantial,CESSNA,170B,No,1.0,reciprocating,positioning,0,0,0,1,vmc,0,1,0.0,0,CESSNA 170B
20060426X00487,2006-04-02,United States,Non-Fatal,substantial,TAYLORCRAFT,BC12-D,No,1.0,reciprocating,personal,0,0,0,1,vmc,0,1,0.0,0,TAYLORCRAFT BC12-D
20060620X00777,2006-04-02,United States,Non-Fatal,substantial,CESSNA,310N,No,2.0,reciprocating,personal,0,0,0,2,vmc,0,2,0.0,0,CESSNA 310N
20060511X00553,2006-04-02,United States,Non-Fatal,substantial,CESSNA,T210H,No,1.0,reciprocating,personal,0,0,2,0,vmc,2,2,0.0,0,CESSNA T210H
20060411X00419,2006-04-02,United States,Non-Fatal,substantial,PIPER,PA-32-301,No,1.0,reciprocating,personal,0,0,0,2,vmc,0,2,0.0,0,PIPER PA-32-301
20060504X00511,2006-04-04,United States,Non-Fatal,substantial,MCDONNELL DOUGLAS,DC10,No,3.0,turbo fan,,0,0,0,3,vmc,0,3,0.0,0,MCDONNELL DOUGLAS DC10
20060525X00619,2006-04-05,United States,Non-Fatal,substantial,MOONEY,M20R,No,1.0,reciprocating,personal,0,0,0,2,vmc,0,2,0.0,0,MOONEY M20R
20060511X00554,2006-04-05,United States,Non-Fatal,substantial,CESSNA,170A,No,1.0,reciprocating,personal,0,0,0,1,vmc,0,1,0.0,0,CESSNA 170A
20060504X00514,2006-04-06,United States,Non-Fatal,substantial,CESSNA,172-P,No,1.0,reciprocating,instructional,0,0,0,1,vmc,0,1,0.0,0,CESSNA 172-P
20060609X00724,2006-04-06,United States,Non-Fatal,substantial,AERO COMMANDER,100,No,1.0,reciprocating,personal,0,0,2,0,vmc,2,2,0.0,0,AERO COMMANDER 100
20060511X00558,2006-04-06,United States,Non-Fatal,substantial,CESSNA,172,No,1.0,reciprocating,instructional,0,0,0,1,vmc,0,1,0.0,0,CESSNA 172
20060601X00662,2006-04-07,United States,Non-Fatal,substantial,CESSNA,172M,No,1.0,reciprocating,personal,0,0,0,3,vmc,0,3,0.0,0,CESSNA 172M
20060630X00858,2006-04-07,United States,Non-Fatal,substantial,CESSNA,C170A,No,1.0,reciprocating,personal,0,0,0,3,vmc,0,3,0.0,0,CESSNA C170A
20060509X00529,2006-04-07,United States,Non-Fatal,substantial,PIPER,PA-28-140,No,1.0,reciprocating,personal,0,0,3,0,vmc,3,3,0.0,0,PIPER PA-28-140
20060627X00825,2006-04-07,United States,Non-Fatal,substantial,FLIGHT DESIGN GMBH,CTSW,No,1.0,reciprocating,personal,0,0,0,2,vmc,0,2,0.0,0,FLIGHT DESIGN GMBH CTSW
20061004X01456,2006-04-08,United States,Non-Fatal,substantial,PIPER,PA-28-181,No,1.0,reciprocating,personal,0,0,0,1,vmc,0,1,0.0,0,PIPER PA-28-181
20060505X00516,2006-04-08,United States,Non-Fatal,substantial,CESSNA,195,No,1.0,reciprocating,personal,0,0,0,1,vmc,0,1,0.0,0,CESSNA 195
20060503X00498,2006-04-09,United States,Non-Fatal,substantial,CESSNA,172S,No,1.0,reciprocating,instructional,0,0,0,1,vmc,0,1,0.0,0,CESSNA 172S
20060620X00772,2006-04-09,United States,Non-Fatal,substantial,PIPER,PA-28-181,No,1.0,reciprocating,personal,0,0,0,1,vmc,0,1,0.0,0,PIPER PA-28-181
20060421X00470,2006-04-09,United States,Non-Fatal,substantial,CESSNA,150,No,1.0,reciprocating,personal,0,0,0,1,vmc,0,1,0.0,0,CESSNA 150
20060525X00625,2006-04-10,United States,Non-Fatal,substantial,CESSNA,170B,No,1.0,reciprocating,personal,0,0,0,1,vmc,0,1,0.0,0,CESSNA 170B
20060421X00471,2006-04-10,United States,Non-Fatal,substantial,CESSNA,182 RG,No,1.0,reciprocating,personal,0,0,0,1,vmc,0,1,0.0,0,CESSNA 182 RG
20060510X00536,2006-04-10,United States,Non-Fatal,substantial,CESSNA,C-172S,No,1.0,reciprocating,personal,0,0,0,1,vmc,0,1,0.0,0,CESSNA C-172S
20060422X00475,2006-04-11,United States,Non-Fatal,substantial,PIPER,PA-28-161,No,1.0,reciprocating,personal,0,0,0,1,vmc,0,1,0.0,0,PIPER PA-28-161
