Event.Id,Event.Date,Country,Injury.Severity,Aircraft.damage,Make,Model,Amateur.Built,Number.of.Engines,Engine.Type,Purpose.of.flight,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Total.Injuries,Estimated.Total.Passengers,Serious.Fatal.Injury.Rate,Aircraft.Destroyed,Unique_Aircraft_Type
20051109X01813,2005-09-03,United States,Non-Fatal,substantial,CESSNA,180,No,1.0,reciprocating,business,0,0,0,1,vmc,0,1,0.0,0,CESSNA 180
20051004X01570,2005-09-03,United States,Non-Fatal,substantial,CHAMPION,7KCAB,No,1.0,reciprocating,personal,0,0,0,1,vmc,0,1,0.0,0,CHAMPION 7KCAB
20051008X01604,2005-09-04,United States,Non-Fatal,substantial,CESSNA,172S,No,1.0,reciprocating,personal,0,0,0,2,vmc,0,2,0.0,0,CESSNA 172S
20050912X01434,2005-09-04,United States,Non-Fatal,substantial,CESSNA,172F,No,1.0,reciprocating,personal,0,0,1,0,vmc,1,1,0.0,0,CESSNA 172F
20051006X01587,2005-09-05,United States,Non-Fatal,substantial,PIPER,PA-22 (20),No,1.0,reciprocating,personal,0,0,0,2,vmc,0,2,0.0,0,PIPER PA-22 (20)
20051008X01606,2005-09-05,United States,Non-Fatal,substantial,BEECH,C23,No,1.0,reciprocating,personal,0,0,0,3,vmc,0,3,0.0,0,BEECH C23
20051013X01633,2005-09-05,United States,Non-Fatal,substantial,CIRRUS,SR22,No,1.0,reciprocating,personal,0,0,1,2,vmc,1,3,0.0,0,CIRRUS SR22
20051108X01806,2005-09-05,United States,Non-Fatal,substantial,CESSNA,182T,No,1.0,reciprocating,personal,0,0,0,2,vmc,0,2,0.0,0,CESSNA 182T
20051005X01582,2005-09-06,United States,Non-Fatal,substantial,PIPER,PA-18,No,1.0,reciprocating,personal,0,0,0,2,vmc,0,2,0.0,0,PIPER PA-18
20051004X01573,2005-09-06,United States,Non-Fatal,substantial,CESSNA,180,No,1.0,reciprocating,personal,0,0,0,2,vmc,0,2,0.0,0,CESSNA 180
20050923X01520,2005-09-06,United States,Non-Fatal,substantial,DEHAVILLAND,DHC-2,No,1.0,reciprocating,positioning,0,0,0,1,vmc,0,1,0.0,0,DEHAVILLAND DHC-2
20050928X01542,2005-09-07,United States,Non-Fatal,substantial,AVIAT,A-1B,No,1.0,reciprocating,personal,0,0,1,0,vmc,1,1,0.0,0,AVIAT A-1B
20051005X01585,2005-09-07,United States,Non-Fatal,substantial,PIPER,PA-44-180,No,2.0,reciprocating,instructional,0,0,0,2,vmc,0,2,0.0,0,PIPER PA-44-180
20051005X01584,2005-09-07,United States,Non-Fatal,substantial,BOEING,A75N1,No,1.0,reciprocating,personal,0,0,0,2,vmc,0,2,0.0,0,BOEING A75N1
20051012X01625,2005-09-09,United States,Non-Fatal,substantial,PIPER,PA-28R-201T,No,1.0,reciprocating,personal,0,0,0,2,vmc,0,2,0.0,0,PIPER PA-28R-201T
20051004X01575,2005-09-09,United States,Non-Fatal,substantial,CESSNA,152,No,1.0,reciprocating,personal,0,0,0,1,vmc,0,1,0.0,0,CESSNA 152
20050928X01543,2005-09-09,United States,Non-Fatal,substantial,CESSNA,T207A,No,1.0,reciprocating,personal,0,0,1,0,vmc,1,1,0.0,0,CESSNA T207A
20050921X01505,2005-09-09,United States,Non-Fatal,substantial,CESSNA,310Q,No,2.0,reciprocating,personal,0,0,0,1,vmc,0,1,0.0,0,CESSNA 310Q
20050915X01464,2005-09-10,United States,Non-Fatal,substantial,CESSNA,182T,No,1.0,reciprocating,personal,0,0,0,2,vmc,0,2,0.0,0,CESSNA 182T
20050921X01498,2005-09-10,United States,Non-Fatal,substantial,PIPER,28,No,1.0,reciprocating,personal,0,0,0,1,vmc,0,1,0.0,0,PIPER 28
20051104X01787,2005-09-10,Venezuela,Incident,minor,BEECH,BE-1900D,,,,,0,0,0,0,,0,,,0,BEECH BE-1900D
20050923X01524,2005-09-11,United States,Non-Fatal,substantial,AVIAT,A-1B,No,1.0,reciprocating,personal,0,0,0,2,vmc,0,2,0.0,0,AVIAT A-1B
20051006X01590,2005-09-11,United States,Non-Fatal,substantial,PIPER,PA-18,No,1.0,reciprocating,personal,0,0,0,1,vmc,0,1,0.0,0,PIPER PA-18
20051109X01812,2005-09-11,United States,Non-Fatal,substantial,CESSNA,185F,No,1.0,reciprocating,,0,0,0,2,vmc,0,2,0.0,0,CESSNA 185F
20050928X01541,2005-09-12,United States,Non-Fatal,substantial,PIPER,PA-46-500TP,No,1.0,turbo prop,personal,0,0,0,3,vmc,0,3,0.0,0,PIPER PA-46-500TP
20051018X01672,2005-09-12,United States,Non-Fatal,substantial,MAULE,MT7-235,No,1.0,reciprocating,personal,0,0,0,1,vmc,0,1,0.0,0,MAULE MT7-235
20051004X01572,2005-09-13,United States,Non-Fatal,substantial,CESSNA,172-S,No,1.0,reciprocating,personal,0,0,0,1,vmc,0,1,0.0,0,CESSNA 172-S
20051012X01619,2005-09-13,United States,Non-Fatal,substantial,MAULE,MT-7-260,No,1.0,reciprocating,personal,0,0,1,0,vmc,1,1,0.0,0,MAULE MT-7-260
20051006X01589,2005-09-13,United States,Non-Fatal,substantial,PIPER,PA-18,No,1.0,reciprocating,personal,0,0,0,1,vmc,0,1,0.0,0,PIPER PA-18
20051020X01702,2005-09-14,United States,Non-Fatal,substantial,CESSNA,A188B,No,1.0,reciprocating,aerial application,0,0,0,1,vmc,0,1,0.0,0,CESSNA A188B
20051130X01913,2005-09-14,United States,Non-Fatal,substantial,GRUMMAN,G-164B,No,1.0,turbo prop,aerial application,0,1,0,0,vmc,1,1,1.0,0,GRUMMAN G-164B
20051013X01648,2005-09-14,United States,Non-Fatal,destroyed,CESSNA,172M,No,1.0,reciprocating,personal,0,0,4,0,imc,4,4,0.0,1,CESSNA 172M
20050930X01557,2005-09-15,United States,Non-Fatal,substantial,BEECH,95-B55,No,2.0,reciprocating,personal,0,0,0,1,vmc,0,1,0.0,0,BEECH 95-B55
20051013X01641,2005-09-15,United States,Non-Fatal,substantial,CESSNA,180A,No,1.0,reciprocating,personal,0,0,1,0,vmc,1,1,0.0,0,CESSNA 180A
20051013X01645,2005-09-16,United States,Non-Fatal,substantial,PIPER,PA-32-301,No,1.0,reciprocating,personal,0,0,0,2,vmc,0,2,0.0,0,PIPER PA-32-301
20051013X01644,2005-09-16,United States,Non-Fatal,substantial,BEECH,F33A,No,1.0,reciprocating,business,0,0,0,1,vmc,0,1,0.0,0,BEECH F33A
20051011X01608,2005-09-16,United States,Non-Fatal,substantial,PIPER,PA-34-200,No,2.0,reciprocating,personal,0,1,2,0,vmc,3,3,0.3333333333333333,0,PIPER PA-34-200
20051025X01720,2005-09-16,United States,Non-Fatal,substantial,AERONCA,7AC,No,1.0,reciprocating,personal,0,0,0,1,vmc,0,1,0.0,0,AERONCA 7AC
20051013X01634,2005-09-16,United States,Non-Fatal,substantial,CESSNA,172,No,1.0,reciprocating,personal,0,0,0,2,vmc,0,2,0.0,0,CESSNA 172
20051013X01642,2005-09-17,United States,Non-Fatal,substantial,PIPER,PA 28-181,No,1.0,reciprocating,personal,0,0,0,2,vmc,0,2,0.0,0,PIPER PA 28-181
20051013X01643,2005-09-18,United States,Non-Fatal,substantial,CESSNA,172S,No,1.0,reciprocating,personal,0,0,0,3,vmc,0,3,0.0,0,CESSNA 172S
20051014X01650,2005-09-18,United States,Non-Fatal,substantial,CESSNA,182S,No,1.0,reciprocating,personal,0,0,0,1,vmc,0,1,0.0,0,CESSNA 182S
20051018X01669,2005-09-19,United States,Non-Fatal,substantial,CESSNA,172P,No,1.0,reciprocating,instructional,0,0,0,1,vmc,0,1,0.0,0,CESSNA 172P
20051107X01799,2005-09-19,United States,Non-Fatal,substantial,STINSON,108-1,No,1.0,reciprocating,instructional,0,0,0,1,vmc,0,1,0.0,0,STINSON 108-1
20051024X01710,2005-09-20,United States,Non-Fatal,substantial,TAYLORCRAFT,BC12-D,No,1.0,reciprocating,personal,0,0,0,1,vmc,0,1,0.0,0,TAYLORCRAFT BC12-D
20051018X01679,2005-09-20,United States,Non-Fatal,substantial,CESSNA,172S,No,1.0,reciprocating,instructional,0,0,0,1,vmc,0,1,0.0,0,CESSNA 172S
20050929X01549,2005-09-20,United States,Non-Fatal,substantial,PIPER,PA-28-140,No,1.0,reciprocating,personal,0,0,1,1,vmc,1,2,0.0,0,PIPER PA-28-140
20051018X01676,2005-09-21,United States,Non-Fatal,substantial,CESSNA,180H,No,1.0,reciprocating,personal,0,0,0,1,vmc,0,1,0.0,0,CESSNA 180H
20050927X01540,2005-09-21,United States,Incident,minor,AIRBUS,A320,No,2.0,turbo jet,,0,0,0,146,vmc,0,146,0.0,0,AIRBUS A320
20051130X01912,2005-09-22,United States,Non-Fatal,substantial,PIPER,PA-46T,No,1.0,turbo prop,personal,0,0,0,2,vmc,0,2,0.0,0,PIPER PA-46T
20051023X01708,2005-09-23,United States,Non-Fatal,substantial,CESSNA,172P,No,1.0,reciprocating,personal,0,0,0,1,vmc,0,1,0.0,0,CESSNA 172P
20051018X01673,2005-09-23,United States,Non-Fatal,substantial,BEECH,BE-36,No,1.0,reciprocating,personal,0,0,0,3,vmc,0,3,0.0,0,BEECH BE-36
20051018X01682,2005-09-23,United States,Non-Fatal,substantial,CESSNA,T210L,No,1.0,reciprocating,personal,0,0,0,2,vmc,0,2,0.0,0,CESSNA T210L
20051020X01696,2005-09-25,United States,Non-Fatal,substantial,CESSNA,182,No,1.0,reciprocating,personal,0,0,0,2,vmc,0,2,0.0,0,CESSNA 182
20051013X01637,2005-09-25,United States,Non-Fatal,substantial,PIPER,PA-25-235,No,1.0,reciprocating,banner tow,0,0,0,1,vmc,0,1,0.0,0,PIPER PA-25-235
20051025X01723,2005-09-27,United States,Non-Fatal,substantial,CESSNA,T206H,No,1.0,reciprocating,personal,0,0,0,1,vmc,0,1,0.0,0,CESSNA T206H
20051114X01835,2005-09-28,United States,Non-Fatal,substantial,AERONCA,7AC,No,1.0,reciprocating,personal,0,0,0,1,vmc,0,1,0.0,0,AERONCA 7AC
20051020X01698,2005-09-28,United States,Non-Fatal,substantial,CESSNA,206,No,1.0,reciprocating,personal,0,0,0,1,vmc,0,1,0.0,0,CESSNA 206
20051101X01761,2005-09-28,United States,Non-Fatal,substantial,MAULE,MT-7-235,No,1.0,reciprocating,personal,0,0,0,2,vmc,0,2,0.0,0,MAULE MT-7-235
20051026X01737,2005-09-29,United States,Non-Fatal,substantial,CESSNA,172S,No,1.0,reciprocating,personal,0,0,0,2,vmc,0,2,0.0,0,CESSNA 172S
20051114X01833,2005-09-30,United States,Non-Fatal,substantial,CESSNA,172P,No,1.0,reciprocating,personal,0,0,0,1,vmc,0,1,0.0,0,CESSNA 172P
20051026X01738,2005-09-30,United States,Non-Fatal,substantial,CESSNA,C172F,No,1.0,reciprocating,personal,0,0,0,1,vmc,0,1,0.0,0,CESSNA C172F
20051028X01750,2005-09-30,United States,Non-Fatal,substantial,CESSNA,182,No,1.0,reciprocating,personal,0,0,0,2,vmc,0,2,0.0,0,CESSNA 182
20051028X01747,2005-10-01,United States,Non-Fatal,substantial,BEECH,D-95A,No,1.0,reciprocating,personal,0,0,2,2,vmc,2,4,0.0,0,BEECH D-95A
20051024X01714,2005-10-01,United States,Non-Fatal,destroyed,CESSNA,150D,No,1.0,reciprocating,personal,0,0,1,0,vmc,1,1,0.0,1,CESSNA 150D
20051108X01802,2005-10-02,United States,Non-Fatal,substantial,CESSNA,172N,No,1.0,reciprocating,instructional,0,0,0,1,vmc,0,1,0.0,0,CESSNA 172N
20051026X01735,2005-10-02,United States,Non-Fatal,substantial,CESSNA,195,No,1.0,reciprocating,personal,0,0,0,2,vmc,0,2,0.0,0,CESSNA 195
20051024X01713,2005-10-03,United States,Non-Fatal,substantial,BEECH,D35,No,1.0,reciprocating,personal,0,0,0,1,vmc,0,1,0.0,0,BEECH D35
20060202X00155,2005-10-03,United States,Non-Fatal,substantial,BEECH,E-55,No,2.0,reciprocating,personal,0,0,0,2,vmc,0,2,0.0,0,BEECH E-55
20051108X01804,2005-10-04,United States,Non-Fatal,substantial,CESSNA,152,No,1.0,reciprocating,personal,0,0,0,1,vmc,0,1,0.0,0,CESSNA 152
20051101X01760,2005-10-04,United States,Non-Fatal,substantial,PIPER,PA-28-181,No,1.0,reciprocating,personal,0,1,0,0,vmc,1,1,1.0,0,PIPER PA-28-181
20051108X01803,2005-10-05,United States,Non-Fatal,substantial,BEECH,58,No,2.0,reciprocating,,0,0,0,1,imc,0,1,0.0,0,BEECH 58
20051109X01824,2005-10-05,United States,Non-Fatal,substantial,BEECH,C23,No,1.0,reciprocating,personal,0,0,0,2,vmc,0,2,0.0,0,BEECH C23
20051026X01736,2005-10-07,United States,Non-Fatal,substantial,MOONEY,M20K,No,1.0,reciprocating,personal,0,0,1,0,imc,1,1,0.0,0,MOONEY M20K
20051125X01888,2005-10-09,United States,Non-Fatal,substantial,CESSNA,172M,No,1.0,reciprocating,personal,0,0,1,0,vmc,1,1,0.0,0,CESSNA 172M
20051130X01915,2005-10-09,United States,Non-Fatal,substantial,CESSNA,206,No,1.0,reciprocating,positioning,0,0,0,1,vmc,0,1,0.0,0,CESSNA 206
20051109X01814,2005-10-09,United States,Non-Fatal,substantial,PIPER,PA-22,No,1.0,reciprocating,personal,0,0,0,1,vmc,0,1,0.0,0,PIPER PA-22
20051104X01791,2005-10-11,United States,Non-Fatal,substantial,BELLANCA,17-30A,No,1.0,reciprocating,personal,0,0,0,1,vmc,0,1,0.0,0,BELLANCA 17-30A
20051130X01910,2005-10-12,United States,Non-Fatal,substantial,CESSNA,172,No,1.0,reciprocating,personal,0,0,0,1,vmc,0,1,0.0,0,CESSNA 172
20051031X01759,2005-10-12,United States,Non-Fatal,substantial,BEECH,F33A,No,1.0,reciprocating,personal,0,0,0,3,vmc,0,3,0.0,0,BEECH F33A
20051109X01816,2005-10-13,United States,Non-Fatal,substantial,CESSNA,310R,No,1.0,reciprocating,,0,0,2,3,imc,2,5,0.0,0,CESSNA 310R
20051109X01825,2005-10-14,United States,Non-Fatal,substantial,CESSNA,U206G,No,1.0,reciprocating,personal,0,0,0,1,vmc,0,1,0.0,0,CESSNA U206G
20051019X01688,2005-10-14,United States,Non-Fatal,substantial,CESSNA,150M,No,1.0,reciprocating,personal,0,0,0,1,vmc,0,1,0.0,0,CESSNA 150M
20051122X01868,2005-10-15,United States,Non-Fatal,substantial,CESSNA,182B,No,1.0,reciprocating,personal,0,0,0,1,vmc,0,1,0.0,0,CESSNA 182B
20051208X01952,2005-10-15,United States,Non-Fatal,substantial,PIPER,PA-28-180,No,1.0,reciprocating,personal,0,0,0,1,vmc,0,1,0.0,0,PIPER PA-28-180
20051108X01801,2005-10-16,United States,Non-Fatal,substantial,CESSNA,182J,No,1.0,reciprocating,personal,0,0,0,1,vmc,0,1,0.0,0,CESSNA 182J
20051101X01762,2005-10-16,United States,Non-Fatal,substantial,CESSNA,152,No,1.0,reciprocating,instructional,0,0,1,0,vmc,1,1,0.0,0,CESSNA 152
20051130X01919,2005-10-17,United States,Non-Fatal,substantial,CESSNA,172P,No,1.0,reciprocating,personal,0,0,1,3,vmc,1,4,0.0,0,CESSNA 172P
20051103X01779,2005-10-18,United States,Non-Fatal,substantial,CESSNA,172R,No,1.0,reciprocating,instructional,0,0,0,1,vmc,0,1,0.0,0,CESSNA 172R
20051025X01721,2005-10-18,United States,Non-Fatal,substantial,CESSNA,208,No,1.0,turbo prop,,0,0,1,0,vmc,1,1,0.0,0,CESSNA 208
20051107X01797,2005-10-19,United States,Non-Fatal,substantial,PIPER,PA-28-161,No,1.0,reciprocating,instructional,0,0,0,1,vmc,0,1,0.0,0,PIPER PA-28-161
20051205X01930,2005-10-19,United States,Non-Fatal,substantial,PIPER,PA-23-160,No,1.0,reciprocating,personal,0,0,1,2,vmc,1,3,0.0,0,PIPER PA-23-160
20051118X01858,2005-10-19,United States,Non-Fatal,substantial,CESSNA,210C,No,1.0,reciprocating,personal,0,0,0,2,vmc,0,2,0.0,0,CESSNA 210C
20051109X01820,2005-10-20,United States,Non-Fatal,substantial,CESSNA,A185F,No,1.0,reciprocating,personal,0,0,0,1,vmc,0,1,0.0,0,CESSNA A185F
20051122X01874,2005-10-21,United States,Non-Fatal,substantial,CESSNA,150L,No,1.0,reciprocating,instructional,0,0,0,2,vmc,0,2,0.0,0,CESSNA 150L
20051122X01873,2005-10-21,United States,Non-Fatal,substantial,CESSNA,172K,No,1.0,reciprocating,personal,0,0,0,3,vmc,0,3,0.0,0,CESSNA 172K
20051123X01878,2005-10-22,United States,Non-Fatal,none,BOEING,727-225,No,3.0,turbo fan,positioning,0,1,0,4,vmc,1,5,0.2,0,BOEING 727-225
20051213X01968,2005-10-23,United States,Non-Fatal,substantial,CESSNA,182J,No,1.0,reciprocating,personal,0,0,0,2,vmc,0,2,0.0,0,CESSNA 182J
20051208X01954,2005-10-23,United States,Non-Fatal,substantial,CESSNA,185,No,1.0,reciprocating,personal,0,0,0,3,vmc,0,3,0.0,0,CESSNA 185
20051109X01815,2005-10-23,United States,Non-Fatal,substantial,CESSNA,172,No,1.0,reciprocating,personal,0,0,0,2,vmc,0,2,0.0,0,CESSNA 172
20051130X01914,2005-10-26,United States,Non-Fatal,substantial,CESSNA,210L,No,1.0,reciprocating,personal,0,0,0,1,vmc,0,1,0.0,0,CESSNA 210L
20051118X01859,2005-10-26,United States,Non-Fatal,substantial,BELLANCA,7ECA,No,1.0,reciprocating,personal,0,0,0,1,vmc,0,1,0.0,0,BELLANCA 7ECA
20051109X01821,2005-10-27,United States,Non-Fatal,substantial,AERONCA,7AC,No,1.0,reciprocating,personal,0,1,0,0,vmc,1,1,1.0,0,AERONCA 7AC
20051207X01947,2005-10-27,United States,Non-Fatal,substantial,PIPER,PA-44-180,No,2.0,reciprocating,instructional,0,0,0,2,vmc,0,2,0.0,0,PIPER PA-44-180
20051104X01795,2005-10-27,United States,Non-Fatal,substantial,CESSNA,180,No,1.0,reciprocating,personal,0,0,0,2,vmc,0,2,0.0,0,CESSNA 180
20051104X01793,2005-10-27,United States,Non-Fatal,substantial,PIPER,PA-12,No,1.0,reciprocating,personal,0,0,0,1,vmc,0,1,0.0,0,PIPER PA-12
20051109X01808,2005-10-28,United States,Non-Fatal,substantial,BEECH,M35,No,1.0,reciprocating,personal,0,0,0,2,vmc,0,2,0.0,0,BEECH M35
20051104X01788,2005-10-28,United States,Non-Fatal,substantial,CESSNA,152,No,1.0,reciprocating,instructional,0,0,0,1,vmc,0,1,0.0,0,CESSNA 152
20051128X01897,2005-10-28,United States,Non-Fatal,substantial,CESSNA,T188C,No,1.0,reciprocating,positioning,0,0,0,1,vmc,0,1,0.0,0,CESSNA T188C
20051104X01794,2005-10-28,United States,Non-Fatal,substantial,STINSON,SR-6A,No,1.0,reciprocating,personal,0,0,0,1,vmc,0,1,0.0,0,STINSON SR-6A
20051108X01800,2005-10-29,United States,Non-Fatal,substantial,PIPER,PA-22-160,No,1.0,reciprocating,personal,0,0,0,3,vmc,0,3,0.0,0,PIPER PA-22-160
20051213X01967,2005-10-30,United States,Non-Fatal,substantial,CESSNA,182T,No,1.0,reciprocating,unknown,0,0,0,1,vmc,0,1,0.0,0,CESSNA 182T
20051101X01767,2005-10-30,Canada,Incident,none,BOEING,737-900,No,,,,0,0,0,119,,0,119,0.0,0,BOEING 737-900
20051109X01817,2005-11-01,United States,Non-Fatal,substantial,CESSNA,172S,No,1.0,reciprocating,instructional,0,0,0,1,vmc,0,1,0.0,0,CESSNA 172S
20051216X01984,2005-11-02,United States,Non-Fatal,substantial,PIPER,PA-24-250,No,1.0,reciprocating,personal,0,0,0,3,vmc,0,3,0.0,0,PIPER PA-24-250
20051130X01918,2005-11-02,United States,Non-Fatal,substantial,PIPER,PA28A,No,1.0,reciprocating,instructional,0,0,0,2,vmc,0,2,0.0,0,PIPER PA28A
20051206X01933,2005-11-02,United States,Non-Fatal,destroyed,PIPER,PA22-150,No,1.0,reciprocating,personal,0,0,1,0,vmc,1,1,0.0,1,PIPER PA22-150
20051202X01926,2005-11-03,United States,Non-Fatal,substantial,CESSNA,182Q,No,1.0,reciprocating,personal,0,0,0,1,vmc,0,1,0.0,0,CESSNA 182Q
20051130X01902,2005-11-05,United States,Non-Fatal,substantial,CESSNA,152,No,1.0,reciprocating,personal,0,0,0,2,vmc,0,2,0.0,0,CESSNA 152
20051123X01875,2005-11-05,United States,Non-Fatal,substantial,CESSNA,150,No,1.0,reciprocating,instructional,0,0,0,1,vmc,0,1,0.0,0,CESSNA 150
20051130X01917,2005-11-06,United States,Non-Fatal,substantial,CESSNA,172N,No,1.0,reciprocating,personal,0,0,0,4,vmc,0,4,0.0,0,CESSNA 172N
20051215X01976,2005-11-06,United States,Non-Fatal,substantial,PIPER,PA38,No,1.0,reciprocating,personal,0,0,0,2,vmc,0,2,0.0,0,PIPER PA38
20051206X01938,2005-11-06,United Kingdom,Non-Fatal,substantial,BOEING,B-777,No,,,,0,0,0,243,,0,243,0.0,0,BOEING B-777
20051123X01877,2005-11-06,United States,Non-Fatal,substantial,CESSNA,182,No,1.0,reciprocating,skydiving,0,0,0,1,vmc,0,1,0.0,0,CESSNA 182
20051206X01938,2005-11-06,United Kingdom,Non-Fatal,none,AIRBUS,A340,No,,,,0,0,0,243,,0,243,0.0,0,AIRBUS A340
20051206X01940,2005-11-07,United States,Non-Fatal,substantial,PIPER,PA-28-161,No,1.0,reciprocating,personal,0,0,0,1,vmc,0,1,0.0,0,PIPER PA-28-161
20060808X01111,2005-11-07,United States,Non-Fatal,substantial,CESSNA,172N,No,1.0,reciprocating,instructional,0,0,0,1,vmc,0,1,0.0,0,CESSNA 172N
20051128X01895,2005-11-07,United States,Non-Fatal,substantial,BEECH,BE-76,No,2.0,reciprocating,business,0,0,2,0,vmc,2,2,0.0,0,BEECH BE-76
20051124X01887,2005-11-08,United States,Non-Fatal,destroyed,EMBRAER,110P1,No,2.0,turbo prop,,0,1,0,0,vmc,1,1,1.0,1,EMBRAER 110P1
20051212X01963,2005-11-09,United States,Non-Fatal,substantial,CESSNA,172N,No,1.0,reciprocating,instructional,0,0,0,1,vmc,0,1,0.0,0,CESSNA 172N
20051206X01944,2005-11-10,United States,Non-Fatal,substantial,AIR TRACTOR,AT-502B,No,1.0,turbo prop,positioning,0,0,0,1,vmc,0,1,0.0,0,AIR TRACTOR AT-502B
20060110X00038,2005-11-11,United States,Non-Fatal,substantial,BEECH,F33A,No,1.0,reciprocating,personal,0,0,0,3,vmc,0,3,0.0,0,BEECH F33A
20051229X02025,2005-11-12,United States,Non-Fatal,substantial,PIPER,PA-12,No,1.0,reciprocating,banner tow,0,0,0,1,vmc,0,1,0.0,0,PIPER PA-12
20051130X01920,2005-11-13,United States,Non-Fatal,substantial,AERONCA,7DC,No,1.0,reciprocating,instructional,0,0,0,2,vmc,0,2,0.0,0,AERONCA 7DC
20051202X01923,2005-11-13,United States,Non-Fatal,substantial,PIPER,PA-32-260,No,1.0,reciprocating,personal,0,0,1,3,vmc,1,4,0.0,0,PIPER PA-32-260
20051228X02020,2005-11-15,United States,Non-Fatal,substantial,CESSNA,208,No,1.0,turbo prop,instructional,0,0,1,2,vmc,1,3,0.0,0,CESSNA 208
20051209X01958,2005-11-16,United States,Non-Fatal,substantial,CESSNA,T210M,No,1.0,reciprocating,personal,0,0,0,1,vmc,0,1,0.0,0,CESSNA T210M
20051209X01957,2005-11-16,United States,Non-Fatal,substantial,CESSNA,177,No,1.0,reciprocating,personal,0,0,1,0,vmc,1,1,0.0,0,CESSNA 177
20051227X02014,2005-11-17,United States,Non-Fatal,substantial,PIPER,PA-28RT-201,No,1.0,reciprocating,personal,0,0,0,1,vmc,0,1,0.0,0,PIPER PA-28RT-201
20051216X01979,2005-11-18,United States,Non-Fatal,substantial,CESSNA,172R,No,1.0,reciprocating,instructional,0,0,0,1,vmc,0,1,0.0,0,CESSNA 172R
20051227X02015,2005-11-18,United States,Non-Fatal,substantial,CESSNA,P210R,No,1.0,reciprocating,business,0,0,0,4,vmc,0,4,0.0,0,CESSNA P210R
20051202X01924,2005-11-18,United States,Non-Fatal,substantial,CESSNA,120,No,1.0,reciprocating,personal,0,0,0,2,vmc,0,2,0.0,0,CESSNA 120
20051210X01960,2005-11-19,United States,Non-Fatal,substantial,BOEING,737-800,No,2.0,turbo fan,,0,0,0,127,vmc,0,127,0.0,0,BOEING 737-800
20051206X01942,2005-11-19,United States,Non-Fatal,substantial,CESSNA,A185E,No,1.0,reciprocating,personal,0,0,1,0,vmc,1,1,0.0,0,CESSNA A185E
20051215X01974,2005-11-20,United States,Non-Fatal,substantial,CESSNA,180H,No,1.0,reciprocating,personal,0,0,0,1,vmc,0,1,0.0,0,CESSNA 180H
20051215X01977,2005-11-21,United States,Non-Fatal,substantial,PIPER,PA-34-200,No,2.0,reciprocating,instructional,0,0,0,2,vmc,0,2,0.0,0,PIPER PA-34-200
20051208X01951,2005-11-22,United States,Non-Fatal,substantial,PIPER,PA-28-180,No,1.0,reciprocating,personal,0,0,1,0,vmc,1,1,0.0,0,PIPER PA-28-180
20060110X00040,2005-11-23,United States,Non-Fatal,substantial,GRUMMAN,AA5A,No,1.0,reciprocating,personal,0,0,0,2,vmc,0,2,0.0,0,GRUMMAN AA5A
20051219X01989,2005-11-23,United States,Non-Fatal,substantial,CESSNA,P206,No,1.0,reciprocating,personal,0,0,0,1,vmc,0,1,0.0,0,CESSNA P206
20051215X01978,2005-11-23,United States,Non-Fatal,substantial,PIPER,PA-23-250,No,2.0,reciprocating,personal,0,0,0,2,vmc,0,2,0.0,0,PIPER PA-23-250
20060113X00078,2005-11-24,United States,Non-Fatal,substantial,BEECH,C23,No,1.0,reciprocating,instructional,0,0,0,2,vmc,0,2,0.0,0,BEECH C23
20051213X01969,2005-11-24,United States,Non-Fatal,substantial,PIPER,PA-28-161,No,1.0,reciprocating,personal,0,0,0,2,vmc,0,2,0.0,0,PIPER PA-28-161
20051207X01949,2005-11-25,United States,Non-Fatal,substantial,CESSNA,195A,No,1.0,reciprocating,personal,0,0,0,2,vmc,0,2,0.0,0,CESSNA 195A
20060106X00020,2005-11-26,United States,Non-Fatal,substantial,BELLANCA,14-19-2,No,1.0,reciprocating,personal,0,0,0,1,vmc,0,1,0.0,0,BELLANCA 14-19-2
20060105X00014,2005-11-28,United States,Non-Fatal,substantial,CESSNA,210M,No,1.0,reciprocating,aerial observation,0,0,0,1,vmc,0,1,0.0,0,CESSNA 210M
20051216X01985,2005-11-30,United States,Non-Fatal,substantial,CESSNA,210-5,No,1.0,reciprocating,unknown,0,0,0,3,vmc,0,3,0.0,0,CESSNA 210-5
20051212X01962,2005-11-30,United States,Non-Fatal,substantial,CESSNA,152,No,1.0,reciprocating,instructional,0,0,0,1,vmc,0,1,0.0,0,CESSNA 152
20051229X02029,2005-12-01,United States,Non-Fatal,substantial,MOONEY,M20A,No,1.0,reciprocating,personal,0,0,2,0,vmc,2,2,0.0,0,MOONEY M20A
20090528X34729,2005-12-01,Japan,Incident,minor,BOEING,767-300B,No,2.0,turbo fan,,0,0,0,0,,0,,,0,BOEING 767-300B
20060103X00001,2005-12-04,United States,Non-Fatal,substantial,CESSNA,182E,No,1.0,reciprocating,personal,0,0,3,0,vmc,3,3,0.0,0,CESSNA 182E
20060130X00130,2005-12-06,United States,Non-Fatal,substantial,CESSNA,172H,No,1.0,reciprocating,instructional,0,0,0,2,vmc,0,2,0.0,0,CESSNA 172H
20060114X00082,2005-12-07,United States,Non-Fatal,substantial,NORTH AMERICAN,P-51D,No,1.0,reciprocating,personal,0,0,0,1,vmc,0,1,0.0,0,NORTH AMERICAN P-51D
